#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
4970	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Kupfer D (1990)	2307235	174768	262	Chlorotrianisene	Chlortrianizen|Chlortrianisestrol|Chloortrianisestrol|Chlorotrianizen|Chlortrianisoestrolum|Clorotrianiseno|Chlorotrianisenum|Chlorestrolo|Chlorotrianisine|Chlortrianisen	-	DRUGBANK	DB00269	C23H21ClO3	small molecule	G03CA06	569-57-3	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	BFPSDSIWYFKGBC-UHFFFAOYSA-N
5154	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Stroud FC (2006)	16884174	174936	279	Conjugated Equine Estrogens	Estrogens, Conjugated|conjugated estrogens	apo-conest tab 0.3mg|premphase	DRUGBANK	DB00286	C18H21NaO5S	small molecule	G03CA57|G03CC07	438-67-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	VUCAHVBMSFIGAI-ZFINNJDLSA-M
5155	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Smith MR (2006)	16985877	174937	279	Conjugated Equine Estrogens	Estrogens, Conjugated|conjugated estrogens	apo-conest tab 0.3mg|premphase	DRUGBANK	DB00286	C18H21NaO5S	small molecule	G03CA57|G03CC07	438-67-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	VUCAHVBMSFIGAI-ZFINNJDLSA-M
5156	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Hou NN (2006)	16955786	174940	279	Conjugated Equine Estrogens	Estrogens, Conjugated|conjugated estrogens	apo-conest tab 0.3mg|premphase	DRUGBANK	DB00286	C18H21NaO5S	small molecule	G03CA57|G03CC07	438-67-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	VUCAHVBMSFIGAI-ZFINNJDLSA-M
5157	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Gouva L (2006)	16982590	174938	279	Conjugated Equine Estrogens	Estrogens, Conjugated|conjugated estrogens	apo-conest tab 0.3mg|premphase	DRUGBANK	DB00286	C18H21NaO5S	small molecule	G03CA57|G03CC07	438-67-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	VUCAHVBMSFIGAI-ZFINNJDLSA-M
5158	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Ropero AB (2006)	16876190	174939	279	Conjugated Equine Estrogens	Estrogens, Conjugated|conjugated estrogens	apo-conest tab 0.3mg|premphase	DRUGBANK	DB00286	C18H21NaO5S	small molecule	G03CA57|G03CC07	438-67-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	VUCAHVBMSFIGAI-ZFINNJDLSA-M
5216	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Imming P (2006)	17016423	171742	287	Etonogestrel	Etonogestrelum|3-Ketodesogestrel|Implanon|3-Oxodesogestrel	nexplanon|implanon|nuvaring	DRUGBANK	DB00294	C22H28O2	small molecule	G03AC08	54048-10-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GCKFUYQCUCGESZ-BPIQYHPVSA-N
5217	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Overington JP (2006)	17139284	171741	287	Etonogestrel	Etonogestrelum|3-Ketodesogestrel|Implanon|3-Oxodesogestrel	nexplanon|implanon|nuvaring	DRUGBANK	DB00294	C22H28O2	small molecule	G03AC08	54048-10-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GCKFUYQCUCGESZ-BPIQYHPVSA-N
5272	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Juchem M (1990)	2175153	175067	297	Desogestrel	Cerazette|Desogestrelum|13-Ethyl-11-methylene-18,19-dinor-17alpha-pregn-4-en-20-yn-17-ol	freya 21|linessa 28|apri|lines	DRUGBANK	DB00304	C22H30O	small molecule	G03AA09|G03FB10|G03AC09|G03AB05	54024-22-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RPLCPCMSCLEKRS-BPIQYHPVSA-N
5273	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Fuhrmann U (1995)	7750284	175066	297	Desogestrel	Cerazette|Desogestrelum|13-Ethyl-11-methylene-18,19-dinor-17alpha-pregn-4-en-20-yn-17-ol	freya 21|linessa 28|apri|lines	DRUGBANK	DB00304	C22H30O	small molecule	G03AA09|G03FB10|G03AC09|G03AB05	54024-22-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RPLCPCMSCLEKRS-BPIQYHPVSA-N
5274	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Rabe T (2000)	10836199	175065	297	Desogestrel	Cerazette|Desogestrelum|13-Ethyl-11-methylene-18,19-dinor-17alpha-pregn-4-en-20-yn-17-ol	freya 21|linessa 28|apri|lines	DRUGBANK	DB00304	C22H30O	small molecule	G03AA09|G03FB10|G03AC09|G03AB05	54024-22-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RPLCPCMSCLEKRS-BPIQYHPVSA-N
6033	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	unknown	target	Vereide AB (2006)	16325240	175553	359	Levonorgestrel	13-beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one|Lvonorgestrel|17alpha-Ethynyl-13beta-ethyl-3-oxo-4-estren-17beta-ol|Postinor|Levonorgestrelum|13-Ethyl-17-alpha-ethynyl-17-beta-hydroxy-4-gonen-3-one|13-Ethyl-17-alpha-ethynylgon-4-en-17-beta-ol-3-one|(-)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one|18-Methyl-17-alpha-ethynyl-19-nortestosterone|Levonova|(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy- 1,2,6,7,8,9,10,11,12,13,14,15,16, 17- tetradecahydrocyclopenta[a] phenanthren-3-one|NorLevo|Jadelle|17alpha-Ethynyl-18-homo-19-nortestosterone|17-alpha-Ethynyl-13-ethyl-19-nortestosterone|d(-)-Norgestrel|17-Ethynyl-18-methyl-19-nortestosterone|Microval|Levonorgestrel|Mirena|17alpha-Ethynyl-17-hydroxy-18-methylestr-4-en-3-one|Levonelle|18-Methylnorethisterone|Microlut|17-alpha-Ethinyl-13-beta-ethyl-17-beta-hydroxy-4-estren-3-one|Plan b|Microluton	option 2|levonest|sronyx|lillo	DRUGBANK	DB00367	C21H28O2	small molecule	G03AB03|G03FA11|G03AA07|G03AD01|G03AC03|G03FB09	797-63-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WWYNJERNGUHSAO-XUDSTZEESA-N
6034	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	unknown	target	Mirkin S (2005)	16084894	175552	359	Levonorgestrel	13-beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one|Lvonorgestrel|17alpha-Ethynyl-13beta-ethyl-3-oxo-4-estren-17beta-ol|Postinor|Levonorgestrelum|13-Ethyl-17-alpha-ethynyl-17-beta-hydroxy-4-gonen-3-one|13-Ethyl-17-alpha-ethynylgon-4-en-17-beta-ol-3-one|(-)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one|18-Methyl-17-alpha-ethynyl-19-nortestosterone|Levonova|(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy- 1,2,6,7,8,9,10,11,12,13,14,15,16, 17- tetradecahydrocyclopenta[a] phenanthren-3-one|NorLevo|Jadelle|17alpha-Ethynyl-18-homo-19-nortestosterone|17-alpha-Ethynyl-13-ethyl-19-nortestosterone|d(-)-Norgestrel|17-Ethynyl-18-methyl-19-nortestosterone|Microval|Levonorgestrel|Mirena|17alpha-Ethynyl-17-hydroxy-18-methylestr-4-en-3-one|Levonelle|18-Methylnorethisterone|Microlut|17-alpha-Ethinyl-13-beta-ethyl-17-beta-hydroxy-4-estren-3-one|Plan b|Microluton	option 2|levonest|sronyx|lillo	DRUGBANK	DB00367	C21H28O2	small molecule	G03AB03|G03FA11|G03AA07|G03AD01|G03AC03|G03FB09	797-63-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WWYNJERNGUHSAO-XUDSTZEESA-N
6035	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	unknown	target	Vijayanathan V (2006)	16609013	175551	359	Levonorgestrel	13-beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one|Lvonorgestrel|17alpha-Ethynyl-13beta-ethyl-3-oxo-4-estren-17beta-ol|Postinor|Levonorgestrelum|13-Ethyl-17-alpha-ethynyl-17-beta-hydroxy-4-gonen-3-one|13-Ethyl-17-alpha-ethynylgon-4-en-17-beta-ol-3-one|(-)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one|18-Methyl-17-alpha-ethynyl-19-nortestosterone|Levonova|(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy- 1,2,6,7,8,9,10,11,12,13,14,15,16, 17- tetradecahydrocyclopenta[a] phenanthren-3-one|NorLevo|Jadelle|17alpha-Ethynyl-18-homo-19-nortestosterone|17-alpha-Ethynyl-13-ethyl-19-nortestosterone|d(-)-Norgestrel|17-Ethynyl-18-methyl-19-nortestosterone|Microval|Levonorgestrel|Mirena|17alpha-Ethynyl-17-hydroxy-18-methylestr-4-en-3-one|Levonelle|18-Methylnorethisterone|Microlut|17-alpha-Ethinyl-13-beta-ethyl-17-beta-hydroxy-4-estren-3-one|Plan b|Microluton	option 2|levonest|sronyx|lillo	DRUGBANK	DB00367	C21H28O2	small molecule	G03AB03|G03FA11|G03AA07|G03AD01|G03AC03|G03FB09	797-63-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WWYNJERNGUHSAO-XUDSTZEESA-N
6036	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	unknown	target	Sun D (2007)	17634204	175555	359	Levonorgestrel	13-beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one|Lvonorgestrel|17alpha-Ethynyl-13beta-ethyl-3-oxo-4-estren-17beta-ol|Postinor|Levonorgestrelum|13-Ethyl-17-alpha-ethynyl-17-beta-hydroxy-4-gonen-3-one|13-Ethyl-17-alpha-ethynylgon-4-en-17-beta-ol-3-one|(-)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one|18-Methyl-17-alpha-ethynyl-19-nortestosterone|Levonova|(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy- 1,2,6,7,8,9,10,11,12,13,14,15,16, 17- tetradecahydrocyclopenta[a] phenanthren-3-one|NorLevo|Jadelle|17alpha-Ethynyl-18-homo-19-nortestosterone|17-alpha-Ethynyl-13-ethyl-19-nortestosterone|d(-)-Norgestrel|17-Ethynyl-18-methyl-19-nortestosterone|Microval|Levonorgestrel|Mirena|17alpha-Ethynyl-17-hydroxy-18-methylestr-4-en-3-one|Levonelle|18-Methylnorethisterone|Microlut|17-alpha-Ethinyl-13-beta-ethyl-17-beta-hydroxy-4-estren-3-one|Plan b|Microluton	option 2|levonest|sronyx|lillo	DRUGBANK	DB00367	C21H28O2	small molecule	G03AB03|G03FA11|G03AA07|G03AD01|G03AC03|G03FB09	797-63-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WWYNJERNGUHSAO-XUDSTZEESA-N
6037	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	unknown	target	Abdel-Aleem H (2005)	16307966	175554	359	Levonorgestrel	13-beta-Ethyl-17alpha-ethynyl-17beta-hydroxygon-4-en-3-one|Lvonorgestrel|17alpha-Ethynyl-13beta-ethyl-3-oxo-4-estren-17beta-ol|Postinor|Levonorgestrelum|13-Ethyl-17-alpha-ethynyl-17-beta-hydroxy-4-gonen-3-one|13-Ethyl-17-alpha-ethynylgon-4-en-17-beta-ol-3-one|(-)-13-Ethyl-17-hydroxy-18,19-dinor-17alpha-pregn-4-en-20-yn-3-one|18-Methyl-17-alpha-ethynyl-19-nortestosterone|Levonova|(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy- 1,2,6,7,8,9,10,11,12,13,14,15,16, 17- tetradecahydrocyclopenta[a] phenanthren-3-one|NorLevo|Jadelle|17alpha-Ethynyl-18-homo-19-nortestosterone|17-alpha-Ethynyl-13-ethyl-19-nortestosterone|d(-)-Norgestrel|17-Ethynyl-18-methyl-19-nortestosterone|Microval|Levonorgestrel|Mirena|17alpha-Ethynyl-17-hydroxy-18-methylestr-4-en-3-one|Levonelle|18-Methylnorethisterone|Microlut|17-alpha-Ethinyl-13-beta-ethyl-17-beta-hydroxy-4-estren-3-one|Plan b|Microluton	option 2|levonest|sronyx|lillo	DRUGBANK	DB00367	C21H28O2	small molecule	G03AB03|G03FA11|G03AA07|G03AD01|G03AC03|G03FB09	797-63-7	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	WWYNJERNGUHSAO-XUDSTZEESA-N
6457	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Ghebeh H (2007)	17415709	175788	388	Progesterone	Akrolutin|Lutogynon|(S)-Pregn-4-en-3,20-dione|Luteohormone|17alpha-Progesterone|Progesteron|delta(4)-Pregnene-3,20-dione|Crinone|(S)-Progesterone|Progesterona|Pregn-4-ene-3,20-dione|Progesterone|17-progesterone|Progestrone|Agolutin|(S)-4-Pregnene-3,20-dione|Corpus Luteum Hormone|Gelbkoerperhormon|Progesteronum|4-Pregnene-3,20-dione	gesterol in oil-liq im 50mg/ml	DRUGBANK	DB00396	C21H30O2	small molecule	G03DA04|G03FA04	57-83-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RJKFOVLPORLFTN-LEKSSAKUSA-N
6458	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Lessey BA (2006)	17118173	175789	388	Progesterone	Akrolutin|Lutogynon|(S)-Pregn-4-en-3,20-dione|Luteohormone|17alpha-Progesterone|Progesteron|delta(4)-Pregnene-3,20-dione|Crinone|(S)-Progesterone|Progesterona|Pregn-4-ene-3,20-dione|Progesterone|17-progesterone|Progestrone|Agolutin|(S)-4-Pregnene-3,20-dione|Corpus Luteum Hormone|Gelbkoerperhormon|Progesteronum|4-Pregnene-3,20-dione	gesterol in oil-liq im 50mg/ml	DRUGBANK	DB00396	C21H30O2	small molecule	G03DA04|G03FA04	57-83-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RJKFOVLPORLFTN-LEKSSAKUSA-N
6459	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Yuri T (2007)	17203775	175786	388	Progesterone	Akrolutin|Lutogynon|(S)-Pregn-4-en-3,20-dione|Luteohormone|17alpha-Progesterone|Progesteron|delta(4)-Pregnene-3,20-dione|Crinone|(S)-Progesterone|Progesterona|Pregn-4-ene-3,20-dione|Progesterone|17-progesterone|Progestrone|Agolutin|(S)-4-Pregnene-3,20-dione|Corpus Luteum Hormone|Gelbkoerperhormon|Progesteronum|4-Pregnene-3,20-dione	gesterol in oil-liq im 50mg/ml	DRUGBANK	DB00396	C21H30O2	small molecule	G03DA04|G03FA04	57-83-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RJKFOVLPORLFTN-LEKSSAKUSA-N
6460	108403	2099	RP1-130E4.1	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	9606	Homo sapiens	agonist	target	Montero Girard G (2007)	17341305	175787	388	Progesterone	Akrolutin|Lutogynon|(S)-Pregn-4-en-3,20-dione|Luteohormone|17alpha-Progesterone|Progesteron|delta(4)-Pregnene-3,20-dione|Crinone|(S)-Progesterone|Progesterona|Pregn-4-ene-3,20-dione|Progesterone|17-progesterone|Progestrone|Agolutin|(S)-4-Pregnene-3,20-dione|Corpus Luteum Hormone|Gelbkoerperhormon|Progesteronum|4-Pregnene-3,20-dione	gesterol in oil-liq im 50mg/ml	DRUGBANK	DB00396	C21H30O2	small molecule	G03DA04|G03FA04	57-83-0	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	RJKFOVLPORLFTN-LEKSSAKUSA-N
