#BioGRID Chemical Interaction ID	BioGRID Gene ID	Entrez Gene ID	Systematic Name	Official Symbol	Synonyms	Organism ID	Organism	Action	Interaction Type	Author	Pubmed ID	BioGRID Publication ID	BioGRID Chemical ID	Chemical Name	Chemical Synonyms	Chemical Brands	Chemical Source	Chemical Source ID	Molecular Formula	Chemical Type	ATC Codes	CAS Number	Curated By	Method	Method Description	Related BioGRID Gene ID	Related Entrez Gene ID	Related Systematic Name	Related Official Symbol	Related Synonyms	Related Organism ID	Related Organism	Related Type	Notes	InChIKey
4860	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Chen X (2002)	11752352	171740	246	Medrysone	HMS|11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione	hms	DRUGBANK	DB00253	C22H32O3	small molecule	S01BA08	2668-66-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZENKSODFLBBHQ-ILSZZQPISA-N
4861	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Southren AL (1983)	6336597	174690	246	Medrysone	HMS|11beta-Hydroxy-6alpha-methylpregn-4-ene-3,20-dione	hms	DRUGBANK	DB00253	C22H32O3	small molecule	S01BA08	2668-66-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	GZENKSODFLBBHQ-ILSZZQPISA-N
5171	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Imming P (2006)	17016423	171742	281	Amcinonide	Triamcinolonacetatcyclopentanonid|Amcinonidum|Amcinonida	cyclocort ont 0.1%|taro-amcino	DRUGBANK	DB00288	C28H35FO7	small molecule	D07AC11	51022-69-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ILKJAFIWWBXGDU-MOGDOJJUSA-N
5172	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Overington JP (2006)	17139284	171741	281	Amcinonide	Triamcinolonacetatcyclopentanonid|Amcinonidum|Amcinonida	cyclocort ont 0.1%|taro-amcino	DRUGBANK	DB00288	C28H35FO7	small molecule	D07AC11	51022-69-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ILKJAFIWWBXGDU-MOGDOJJUSA-N
5173	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Rautanen A (2006)	16895953	174979	281	Amcinonide	Triamcinolonacetatcyclopentanonid|Amcinonidum|Amcinonida	cyclocort ont 0.1%|taro-amcino	DRUGBANK	DB00288	C28H35FO7	small molecule	D07AC11	51022-69-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ILKJAFIWWBXGDU-MOGDOJJUSA-N
5174	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Shaw JR (2007)	17038445	174983	281	Amcinonide	Triamcinolonacetatcyclopentanonid|Amcinonidum|Amcinonida	cyclocort ont 0.1%|taro-amcino	DRUGBANK	DB00288	C28H35FO7	small molecule	D07AC11	51022-69-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ILKJAFIWWBXGDU-MOGDOJJUSA-N
5175	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Hammer F (2006)	16980198	174982	281	Amcinonide	Triamcinolonacetatcyclopentanonid|Amcinonidum|Amcinonida	cyclocort ont 0.1%|taro-amcino	DRUGBANK	DB00288	C28H35FO7	small molecule	D07AC11	51022-69-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ILKJAFIWWBXGDU-MOGDOJJUSA-N
5176	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Grossman R (2006)	16891588	174981	281	Amcinonide	Triamcinolonacetatcyclopentanonid|Amcinonidum|Amcinonida	cyclocort ont 0.1%|taro-amcino	DRUGBANK	DB00288	C28H35FO7	small molecule	D07AC11	51022-69-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ILKJAFIWWBXGDU-MOGDOJJUSA-N
5177	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Sher L (2006)	17086345	174980	281	Amcinonide	Triamcinolonacetatcyclopentanonid|Amcinonidum|Amcinonida	cyclocort ont 0.1%|taro-amcino	DRUGBANK	DB00288	C28H35FO7	small molecule	D07AC11	51022-69-6	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	ILKJAFIWWBXGDU-MOGDOJJUSA-N
5579	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Rautanen A (2006)	16895953	174979	317	Fluorometholone	9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione|Fluorometholonum|Oxylone|Fluorometolona|Fluor-OP|NSC 33001|Fluorometholon|Fluoromtholone|Fluorometholone|(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one	fml forte sus 0.25%|fml forte|	DRUGBANK	DB00324	C22H29FO4	small molecule	S01BB03|D10AA01|S01CA07|D07AB06|C05AA06|D07CB03|D07XB04|S01BA07|S01CB05	426-13-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FAOZLTXFLGPHNG-KNAQIMQKSA-N
5580	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Shaw JR (2007)	17038445	174983	317	Fluorometholone	9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione|Fluorometholonum|Oxylone|Fluorometolona|Fluor-OP|NSC 33001|Fluorometholon|Fluoromtholone|Fluorometholone|(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one	fml forte sus 0.25%|fml forte|	DRUGBANK	DB00324	C22H29FO4	small molecule	S01BB03|D10AA01|S01CA07|D07AB06|C05AA06|D07CB03|D07XB04|S01BA07|S01CB05	426-13-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FAOZLTXFLGPHNG-KNAQIMQKSA-N
5581	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Hammer F (2006)	16980198	174982	317	Fluorometholone	9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione|Fluorometholonum|Oxylone|Fluorometolona|Fluor-OP|NSC 33001|Fluorometholon|Fluoromtholone|Fluorometholone|(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one	fml forte sus 0.25%|fml forte|	DRUGBANK	DB00324	C22H29FO4	small molecule	S01BB03|D10AA01|S01CA07|D07AB06|C05AA06|D07CB03|D07XB04|S01BA07|S01CB05	426-13-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FAOZLTXFLGPHNG-KNAQIMQKSA-N
5582	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Grossman R (2006)	16891588	174981	317	Fluorometholone	9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione|Fluorometholonum|Oxylone|Fluorometolona|Fluor-OP|NSC 33001|Fluorometholon|Fluoromtholone|Fluorometholone|(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one	fml forte sus 0.25%|fml forte|	DRUGBANK	DB00324	C22H29FO4	small molecule	S01BB03|D10AA01|S01CA07|D07AB06|C05AA06|D07CB03|D07XB04|S01BA07|S01CB05	426-13-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FAOZLTXFLGPHNG-KNAQIMQKSA-N
5583	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Sher L (2006)	17086345	174980	317	Fluorometholone	9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione|Fluorometholonum|Oxylone|Fluorometolona|Fluor-OP|NSC 33001|Fluorometholon|Fluoromtholone|Fluorometholone|(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one	fml forte sus 0.25%|fml forte|	DRUGBANK	DB00324	C22H29FO4	small molecule	S01BB03|D10AA01|S01CA07|D07AB06|C05AA06|D07CB03|D07XB04|S01BA07|S01CB05	426-13-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FAOZLTXFLGPHNG-KNAQIMQKSA-N
5584	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Samudre SS (2004)	15684812	175223	317	Fluorometholone	9-Fluoro-11beta,17-dihydroxy-6alpha-methylpregna-1,4-diene-3,20-dione|Fluorometholonum|Oxylone|Fluorometolona|Fluor-OP|NSC 33001|Fluorometholon|Fluoromtholone|Fluorometholone|(1R,2S,8S,10S,11S,14R,15S,17S)-14-acetyl-1-fluoro-14,17-dihydroxy-2,8,15-trimethyltetracyclo[8.7.0.02,7.011,15]heptadeca-3,6-dien-5-one	fml forte sus 0.25%|fml forte|	DRUGBANK	DB00324	C22H29FO4	small molecule	S01BB03|D10AA01|S01CA07|D07AB06|C05AA06|D07CB03|D07XB04|S01BA07|S01CB05	426-13-1	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	FAOZLTXFLGPHNG-KNAQIMQKSA-N
5889	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Gonzalez Villarroel P (2008)	18411198	175429	343	Megestrol acetate	6-Methyl-17-acetoxypregna-4,6-diene-3,20-dione|6-Dehydro-6-methyl-17alpha-acetoxyprogesterone|6-Methyl-6-dehydro-17-acetoxyprogesterone|17alpha-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione 17-acetate|6-Methyl-17-hydroxy-delta(sup 6)-progesterone acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|6-Dehydro-6-methyl-17-acetoxyprogesterone|6-Methyl-delta(sup 6)-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17-ol-3,20-dione acetate|MGA|17-Acetoxy-6-methylpregna-4,6-diene-3,20-dione|6-Methyl-delta(sup 6)-dehydro-17-acetoxyprogesterone|17alpha-Acetoxy-6-dehydro-6-methylprogesterone|17-Acetoxy-6-dehydro-6-methylprogesterone|6-Methyl-17alpha-acetoxypregna-4,6-diene-3,20-dione|6-Methyl-17alpha-hydroxy-delta(sup 6)-progesterone acetate|6-Methyl-6-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17alpha-ol-3,20-dione acetate	apo-megestrol|megace os|megace	DRUGBANK	DB00351	C23H30O4	small molecule	G03FA08|G03AB01|G03DB02|G03AA04|G03FB04|L02AB01|G03AC05	595-33-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	URXWVWVPMJSAJD-KOORYGTMSA-N
5890	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Lamberts SW (1985)	2982481	175428	343	Megestrol acetate	6-Methyl-17-acetoxypregna-4,6-diene-3,20-dione|6-Dehydro-6-methyl-17alpha-acetoxyprogesterone|6-Methyl-6-dehydro-17-acetoxyprogesterone|17alpha-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione 17-acetate|6-Methyl-17-hydroxy-delta(sup 6)-progesterone acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|6-Dehydro-6-methyl-17-acetoxyprogesterone|6-Methyl-delta(sup 6)-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17-ol-3,20-dione acetate|MGA|17-Acetoxy-6-methylpregna-4,6-diene-3,20-dione|6-Methyl-delta(sup 6)-dehydro-17-acetoxyprogesterone|17alpha-Acetoxy-6-dehydro-6-methylprogesterone|17-Acetoxy-6-dehydro-6-methylprogesterone|6-Methyl-17alpha-acetoxypregna-4,6-diene-3,20-dione|6-Methyl-17alpha-hydroxy-delta(sup 6)-progesterone acetate|6-Methyl-6-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17alpha-ol-3,20-dione acetate	apo-megestrol|megace os|megace	DRUGBANK	DB00351	C23H30O4	small molecule	G03FA08|G03AB01|G03DB02|G03AA04|G03FB04|L02AB01|G03AC05	595-33-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	URXWVWVPMJSAJD-KOORYGTMSA-N
5891	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Wiedemann K (1998)	9744490	175427	343	Megestrol acetate	6-Methyl-17-acetoxypregna-4,6-diene-3,20-dione|6-Dehydro-6-methyl-17alpha-acetoxyprogesterone|6-Methyl-6-dehydro-17-acetoxyprogesterone|17alpha-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione 17-acetate|6-Methyl-17-hydroxy-delta(sup 6)-progesterone acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|6-Dehydro-6-methyl-17-acetoxyprogesterone|6-Methyl-delta(sup 6)-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17-ol-3,20-dione acetate|MGA|17-Acetoxy-6-methylpregna-4,6-diene-3,20-dione|6-Methyl-delta(sup 6)-dehydro-17-acetoxyprogesterone|17alpha-Acetoxy-6-dehydro-6-methylprogesterone|17-Acetoxy-6-dehydro-6-methylprogesterone|6-Methyl-17alpha-acetoxypregna-4,6-diene-3,20-dione|6-Methyl-17alpha-hydroxy-delta(sup 6)-progesterone acetate|6-Methyl-6-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17alpha-ol-3,20-dione acetate	apo-megestrol|megace os|megace	DRUGBANK	DB00351	C23H30O4	small molecule	G03FA08|G03AB01|G03DB02|G03AA04|G03FB04|L02AB01|G03AC05	595-33-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	URXWVWVPMJSAJD-KOORYGTMSA-N
5892	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Chao Y (1997)	9195366	175426	343	Megestrol acetate	6-Methyl-17-acetoxypregna-4,6-diene-3,20-dione|6-Dehydro-6-methyl-17alpha-acetoxyprogesterone|6-Methyl-6-dehydro-17-acetoxyprogesterone|17alpha-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione 17-acetate|6-Methyl-17-hydroxy-delta(sup 6)-progesterone acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|6-Dehydro-6-methyl-17-acetoxyprogesterone|6-Methyl-delta(sup 6)-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17-ol-3,20-dione acetate|MGA|17-Acetoxy-6-methylpregna-4,6-diene-3,20-dione|6-Methyl-delta(sup 6)-dehydro-17-acetoxyprogesterone|17alpha-Acetoxy-6-dehydro-6-methylprogesterone|17-Acetoxy-6-dehydro-6-methylprogesterone|6-Methyl-17alpha-acetoxypregna-4,6-diene-3,20-dione|6-Methyl-17alpha-hydroxy-delta(sup 6)-progesterone acetate|6-Methyl-6-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17alpha-ol-3,20-dione acetate	apo-megestrol|megace os|megace	DRUGBANK	DB00351	C23H30O4	small molecule	G03FA08|G03AB01|G03DB02|G03AA04|G03FB04|L02AB01|G03AC05	595-33-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	URXWVWVPMJSAJD-KOORYGTMSA-N
5893	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Kontula K (1983)	6222739	175425	343	Megestrol acetate	6-Methyl-17-acetoxypregna-4,6-diene-3,20-dione|6-Dehydro-6-methyl-17alpha-acetoxyprogesterone|6-Methyl-6-dehydro-17-acetoxyprogesterone|17alpha-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione 17-acetate|6-Methyl-17-hydroxy-delta(sup 6)-progesterone acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|6-Dehydro-6-methyl-17-acetoxyprogesterone|6-Methyl-delta(sup 6)-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17-ol-3,20-dione acetate|MGA|17-Acetoxy-6-methylpregna-4,6-diene-3,20-dione|6-Methyl-delta(sup 6)-dehydro-17-acetoxyprogesterone|17alpha-Acetoxy-6-dehydro-6-methylprogesterone|17-Acetoxy-6-dehydro-6-methylprogesterone|6-Methyl-17alpha-acetoxypregna-4,6-diene-3,20-dione|6-Methyl-17alpha-hydroxy-delta(sup 6)-progesterone acetate|6-Methyl-6-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17alpha-ol-3,20-dione acetate	apo-megestrol|megace os|megace	DRUGBANK	DB00351	C23H30O4	small molecule	G03FA08|G03AB01|G03DB02|G03AA04|G03FB04|L02AB01|G03AC05	595-33-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	URXWVWVPMJSAJD-KOORYGTMSA-N
5894	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Wermers RA (2004)	15595341	175424	343	Megestrol acetate	6-Methyl-17-acetoxypregna-4,6-diene-3,20-dione|6-Dehydro-6-methyl-17alpha-acetoxyprogesterone|6-Methyl-6-dehydro-17-acetoxyprogesterone|17alpha-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione 17-acetate|6-Methyl-17-hydroxy-delta(sup 6)-progesterone acetate|17-Hydroxy-6-methylpregna-4,6-diene-3,20-dione acetate|6-Dehydro-6-methyl-17-acetoxyprogesterone|6-Methyl-delta(sup 6)-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17-ol-3,20-dione acetate|MGA|17-Acetoxy-6-methylpregna-4,6-diene-3,20-dione|6-Methyl-delta(sup 6)-dehydro-17-acetoxyprogesterone|17alpha-Acetoxy-6-dehydro-6-methylprogesterone|17-Acetoxy-6-dehydro-6-methylprogesterone|6-Methyl-17alpha-acetoxypregna-4,6-diene-3,20-dione|6-Methyl-17alpha-hydroxy-delta(sup 6)-progesterone acetate|6-Methyl-6-dehydro-17alpha-acetoxyprogesterone|6-Methyl-delta(sup 4,6)-pregnadien-17alpha-ol-3,20-dione acetate	apo-megestrol|megace os|megace	DRUGBANK	DB00351	C23H30O4	small molecule	G03FA08|G03AB01|G03DB02|G03AA04|G03FB04|L02AB01|G03AC05	595-33-5	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	URXWVWVPMJSAJD-KOORYGTMSA-N
6451	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Usmani OS (2005)	15860753	175780	386	Beclomethasone dipropionate	9-chloro-11beta-Hydroxy-16beta-methylpregna-1,4-diene-3,20-dione 17,21-dipropionate|Beclometasone|Beclometasone dipropionate|Beclometasone 17,21-dipropionate|9-chloro-16-methylprednisolone|Beclomethasone dipropionate|9-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione|(11beta,16beta)-9-chloro-11-Hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione|9-chloro-16beta-Methyl-11beta,17,21-trihydroxypregna-1,4-diene-3,20-dione 17,21-dipropionate	beclovent rotacaps  -  inh 200	DRUGBANK	DB00394	C28H37ClO7	small molecule	D07CC04|A07EA07|D07AC15|R03BA01|R03AK08|R01AD01	5534-09-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KUVIULQEHSCUHY-XYWKZLDCSA-N
6452	109165	2908	-	NR3C1	GCCR|GCR|GCRST|GR|GRL	9606	Homo sapiens	agonist	target	Saklatvala J (2002)	12010562	175779	386	Beclomethasone dipropionate	9-chloro-11beta-Hydroxy-16beta-methylpregna-1,4-diene-3,20-dione 17,21-dipropionate|Beclometasone|Beclometasone dipropionate|Beclometasone 17,21-dipropionate|9-chloro-16-methylprednisolone|Beclomethasone dipropionate|9-chloro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione|(11beta,16beta)-9-chloro-11-Hydroxy-16-methyl-17,21-bis(1-oxopropoxy)pregna-1,4-diene-3,20-dione|9-chloro-16beta-Methyl-11beta,17,21-trihydroxypregna-1,4-diene-3,20-dione 17,21-dipropionate	beclovent rotacaps  -  inh 200	DRUGBANK	DB00394	C28H37ClO7	small molecule	D07CC04|A07EA07|D07AC15|R03BA01|R03AK08|R01AD01	5534-09-8	DRUGBANK	-	-	-	-	-	-	-	-	-	-	-	KUVIULQEHSCUHY-XYWKZLDCSA-N
